,,,,,,,,更新_20250502,
2292,13102700-1,131027,晴れの国岡山農業協同組合,矢掛アグリセンター,岡山営業所,0031,岡山県,,
2293,13102701-1,131027,晴れの国岡山農業協同組合,笠岡アグリセンター資材課,岡山営業所,0031,岡山県,,
2294,13102704-1,131027,晴れの国岡山農業協同組合,今井支店,岡山営業所,0031,岡山県,,
2295,13102706-1,131027,晴れの国岡山農業協同組合,笠岡南支店,岡山営業所,0031,岡山県,,
2296,13102708-1,131027,晴れの国岡山農業協同組合,神内支店,岡山営業所,0031,岡山県,,
2297,13102710-1,131027,晴れの国岡山農業協同組合,笠岡北支店,岡山営業所,0031,岡山県,,
2298,13102711-1,131027,晴れの国岡山農業協同組合,白石支店,岡山営業所,0031,岡山県,,
2299,13102712-1,131027,晴れの国岡山農業協同組合,北木島出張所,岡山営業所,0031,岡山県,,
2300,13102713-1,131027,晴れの国岡山農業協同組合,真鍋島出張所,岡山営業所,0031,岡山県,,
2301,13102714-1,131027,晴れの国岡山農業協同組合,大井支店,岡山営業所,0031,岡山県,,
2302,13102722-1,131027,晴れの国岡山農業協同組合,倉敷営農センタ－,岡山営業所,0031,岡山県,,
2303,13102727-1,131027,晴れの国岡山農業協同組合,ふれあい青空市しおか,岡山営業所,0031,岡山県,,
2304,13103800-1,131038,晴れの国岡山農業協同組合,本店資材課,岡山営業所,0031,岡山県,,
2305,13103801-1,131038,晴れの国岡山農業協同組合,高梁営農経済センター,岡山営業所,0031,岡山県,,
2306,13103802-1,131038,晴れの国岡山農業協同組合,中井事業所,岡山営業所,0031,岡山県,,
2307,13103803-1,131038,晴れの国岡山農業協同組合,北房営農経済センタ－,岡山営業所,0031,岡山県,,
2308,13103804-1,131038,晴れの国岡山農業協同組合,宇治支店,岡山営業所,0031,岡山県,,
2309,13103807-1,131038,晴れの国岡山農業協同組合,高梁事業所,岡山営業所,0031,岡山県,,
2310,13103809-1,131038,晴れの国岡山農業協同組合,高梁事業所,岡山営業所,0031,岡山県,,
2311,13103810-1,131038,晴れの国岡山農業協同組合,有漢営農経済センター,岡山営業所,0031,岡山県,,
2312,13103812-1,131038,晴れの国岡山農業協同組合,巨瀬支店,岡山営業所,0031,岡山県,,
2313,13103813-1,131038,晴れの国岡山農業協同組合,備中営農経済センター,岡山営業所,0031,岡山県,,
2314,13103814-1,131038,晴れの国岡山農業協同組合,平川支店,岡山営業所,0031,岡山県,,
2315,13103816-1,131038,晴れの国岡山農業協同組合,成羽営農経済センター,岡山営業所,0031,岡山県,,
2316,13103823-1,131038,晴れの国岡山農業協同組合,湯野支店,岡山営業所,0031,岡山県,,
2317,13103824-1,131038,晴れの国岡山農業協同組合,賀陽営農経済センター,岡山営業所,0031,岡山県,,
2318,13105300-1,131053,晴れの国岡山農業協同組合,落合経済課,岡山営業所,0031,岡山県,,
2319,13105301-1,131053,晴れの国岡山農業協同組合,蒜山アグリセンター美甘店,岡山営業所,0031,岡山県,,
2320,13105304-1,131053,晴れの国岡山農業協同組合,真庭南部アグリセンター勝山店,岡山営業所,0031,岡山県,,
2321,13105305-1,131053,晴れの国岡山農業協同組合,久世支所経済課購買,岡山営業所,0031,岡山県,,
2322,13105306-1,131053,晴れの国岡山農業協同組合,新庄支所,岡山営業所,0031,岡山県,,
2323,13105309-1,131053,晴れの国岡山農業協同組合,蒜山アグリセンター湯原店,岡山営業所,0031,岡山県,,
2324,13105310-1,131053,晴れの国岡山農業協同組合,グリーンセンタやつか,岡山営業所,0031,岡山県,,
2325,13105312-1,131053,晴れの国岡山農業協同組合,垂水,岡山営業所,0031,岡山県,,
2326,13105313-1,131053,晴れの国岡山農業協同組合,美川支所,岡山営業所,0031,岡山県,,
2327,13105314-1,131053,晴れの国岡山農業協同組合,下方,岡山営業所,0031,岡山県,,
2328,13105315-1,131053,晴れの国岡山農業協同組合,西原,岡山営業所,0031,岡山県,,
2329,13105316-1,131053,晴れの国岡山農業協同組合,旦土,岡山営業所,0031,岡山県,,
2330,13105317-1,131053,晴れの国岡山農業協同組合,鹿田,岡山営業所,0031,岡山県,,
2331,13105318-1,131053,晴れの国岡山農業協同組合,上河内,岡山営業所,0031,岡山県,,
2332,13105319-1,131053,晴れの国岡山農業協同組合,福田,岡山営業所,0031,岡山県,,
2333,13105320-1,131053,晴れの国岡山農業協同組合,蒜山営農経済センタ－,岡山営業所,0031,岡山県,,
2334,13105904-1,131059,勝英農業協同組合,梶並資材店舗,岡山営業所,0031,岡山県,,
2335,13105905-1,131059,勝英農業協同組合,英南営農生活センタ－,岡山営業所,0031,岡山県,,
2336,13110911-1,131109,晴れの国岡山農業協同組合,瀬戸支店,岡山営業所,0031,岡山県,,
2337,13110912-1,131109,晴れの国岡山農業協同組合,アグリ備前,岡山営業所,0031,岡山県,,
2338,13200301-1,132003,島根県農業協同組合　雲南地区,生産資材課（吉田町）,岡山営業所,0032,島根県,,
2339,13200600-1,132006,島根県農業協同組合　隠岐地区,本店経済部,岡山営業所,0032,島根県,,
2340,13200601-1,132006,島根県農業協同組合　隠岐地区,大久支店,岡山営業所,0032,島根県,,
2341,13200604-1,132006,島根県農業協同組合　隠岐地区,都万支店,岡山営業所,0032,島根県,,
2342,13200606-1,132006,島根県農業協同組合　隠岐地区,中村支店,岡山営業所,0032,島根県,,
2343,13200608-1,132006,島根県農業協同組合　隠岐地区,布施支店,岡山営業所,0032,島根県,,
2344,13200609-1,132006,島根県農業協同組合　隠岐地区,五箇支店,岡山営業所,0032,島根県,,
2345,13200610-1,132006,島根県農業協同組合　隠岐地区,久見店舗,岡山営業所,0032,島根県,,
2346,13200611-1,132006,島根県農業協同組合　隠岐地区,北方支店,岡山営業所,0032,島根県,,
2347,13200703-1,132007,島根県農業協同組合　隠岐どうぜん地区,グリーンストアAMA,岡山営業所,0032,島根県,,
2348,13201000-1,132010,島根県農業協同組合　くにびき地区,営農部マーケティング,岡山営業所,0032,島根県,,
2349,13201001-1,132010,島根県農業協同組合　くにびき地区,いんべ産直みずのさと,岡山営業所,0032,島根県,,
2350,13400100-1,134001,鳥取いなば農業協同組合,本店営農資材課,岡山営業所,0034,鳥取県,,
2351,13400102-1,134001,鳥取いなば農業協同組合,河原支店,岡山営業所,0034,鳥取県,,
2352,13400103-1,134001,鳥取いなば農業協同組合,用瀬支店,岡山営業所,0034,鳥取県,,
2353,13400106-1,134001,鳥取いなば農業協同組合,佐治支店,岡山営業所,0034,鳥取県,,
2354,13400107-1,134001,鳥取いなば農業協同組合,福部支店,岡山営業所,0034,鳥取県,,
2355,13400109-1,134001,鳥取いなば農業協同組合,八東支店,岡山営業所,0034,鳥取県,,
2356,13400112-1,134001,鳥取いなば農業協同組合,智頭支店,岡山営業所,0034,鳥取県,,
2357,13400123-1,134001,鳥取いなば農業協同組合,船岡支店,岡山営業所,0034,鳥取県,,
2358,13400125-1,134001,鳥取いなば農業協同組合,青谷支店,岡山営業所,0034,鳥取県,,
2359,13400128-1,134001,鳥取いなば農業協同組合,若桜支店,岡山営業所,0034,鳥取県,,
2360,13400134-1,134001,鳥取いなば農業協同組合,鹿野支店,岡山営業所,0034,鳥取県,,
2361,13400139-1,134001,鳥取いなば農業協同組合,気高支店,岡山営業所,0034,鳥取県,,
2362,13400140-1,134001,鳥取いなば農業協同組合,郡家支店,岡山営業所,0034,鳥取県,,
2363,13400142-1,134001,鳥取いなば農業協同組合,岩美支店,岡山営業所,0034,鳥取県,,
2364,13400144-1,134001,鳥取いなば農業協同組合,用瀬資材館,岡山営業所,0034,鳥取県,,
2365,13400145-1,134001,鳥取いなば農業協同組合,湖東支店,岡山営業所,0034,鳥取県,,
2366,13400148-1,134001,鳥取いなば農業協同組合,湖南支店,岡山営業所,0034,鳥取県,,
2367,13400149-1,134001,鳥取いなば農業協同組合,鳥取支店,岡山営業所,0034,鳥取県,,
2368,13400150-1,134001,鳥取いなば農業協同組合,国府支店,岡山営業所,0034,鳥取県,,
2369,13400151-1,134001,鳥取いなば農業協同組合,せんだい支店,岡山営業所,0034,鳥取県,,
2370,13400152-1,134001,鳥取いなば農業協同組合,高草支店,岡山営業所,0034,鳥取県,,
2371,13400201-1,134002,鳥取中央農業協同組合,羽合夢マート,岡山営業所,0034,鳥取県,,
2372,13400202-1,134002,鳥取中央農業協同組合,北条資材センター,岡山営業所,0034,鳥取県,,
2373,13400205-1,134002,鳥取中央農業協同組合,北栄営農センター,岡山営業所,0034,鳥取県,,
2374,13400206-1,134002,鳥取中央農業協同組合,赤碕支所,岡山営業所,0034,鳥取県,,
2375,13400301-1,134003,鳥取西部農業協同組合,名和支所,岡山営業所,0034,鳥取県,,
2376,13400302-1,134003,鳥取西部農業協同組合,日南支所,岡山営業所,0034,鳥取県,,
2377,13400305-1,134003,鳥取西部農業協同組合,石見支所,岡山営業所,0034,鳥取県,,
2378,13400306-1,134003,鳥取西部農業協同組合,阿毘縁支所,岡山営業所,0034,鳥取県,,
2379,13400307-1,134003,鳥取西部農業協同組合,大宮支所,岡山営業所,0034,鳥取県,,
2380,13400308-1,134003,鳥取西部農業協同組合,山上支所,岡山営業所,0034,鳥取県,,
2381,13400309-1,134003,鳥取西部農業協同組合,日野上支所,岡山営業所,0034,鳥取県,,
2382,13400310-1,134003,鳥取西部農業協同組合,ＪＡグリ－ンにちなん,岡山営業所,0034,鳥取県,,
2383,13400311-1,134003,鳥取西部農業協同組合,福栄支所,岡山営業所,0034,鳥取県,,
2384,13400312-1,134003,鳥取西部農業協同組合,多里支所,岡山営業所,0034,鳥取県,,
2385,13400319-1,134003,鳥取西部農業協同組合,米子中央支所,岡山営業所,0034,鳥取県,,
2386,13400320-1,134003,鳥取西部農業協同組合,ＪＡグリーンほうき,岡山営業所,0034,鳥取県,,
2387,13400324-1,134003,鳥取西部農業協同組合,Ａコ－プみぞくち,岡山営業所,0034,鳥取県,,
2388,13400326-1,134003,鳥取西部農業協同組合,溝口支所,岡山営業所,0034,鳥取県,,
2389,13400327-1,134003,鳥取西部農業協同組合,会見支所,岡山営業所,0034,鳥取県,,
2390,13400330-1,134003,鳥取西部農業協同組合,大山口支所経済課,岡山営業所,0034,鳥取県,,
2391,13400331-1,134003,鳥取西部農業協同組合,淀江町支所,岡山営業所,0034,鳥取県,,
2392,13400701-1,134007,㈱ランドサイエンス,大栄営業所,岡山営業所,0034,鳥取県,,
2393,13400801-1,134008,㈱サンアグリ,大栄営業所,岡山営業所,0034,鳥取県,,
2394,13500100-1,135001,福山市　農業協同組合,経済部生産課,岡山営業所,0035,広島県,,
2395,13500101-1,135001,福山市　農業協同組合,ＪＡグリーン瀬戸,岡山営業所,0035,広島県,,
2396,13502534-1,135025,㈱Ａコ－プ西日本,Ａコ－プかわち,岡山営業所,0035,広島県,,
2397,13550010-1,135500,尾道市　農業協同組合,木ノ庄東支所,岡山営業所,0035,広島県,,
2398,13550012-1,135500,尾道市　農業協同組合,木ノ庄西支所,岡山営業所,0035,広島県,,
2399,13551001-1,135510,広島中央農業協同組合,神田支店,岡山営業所,0035,広島県,,
2400,13551002-1,135510,広島中央農業協同組合,和木支店,岡山営業所,0035,広島県,,
2401,13551003-1,135510,広島中央農業協同組合,大草支店,岡山営業所,0035,広島県,,
2402,13551004-1,135510,広島中央農業協同組合,椹梨支店,岡山営業所,0035,広島県,,
2403,13551010-1,135510,広島中央農業協同組合,大和グリーンセンター,岡山営業所,0035,広島県,,
2404,13552001-1,135520,(株)Ａコープ西日本,Ａコープかわち,岡山営業所,0035,広島県,,
2405,13552002-1,135520,(株)Ａコープ西日本,Ａコープ三和,岡山営業所,0035,広島県,,
2406,13552003-1,135520,(株)Ａコープ西日本,Ａコープみどり,岡山営業所,0035,広島県,,
2407,13552004-1,135520,(株)Ａコープ西日本,Ａコープたかみや,岡山営業所,0035,広島県,,
2408,13552005-1,135520,(株)Ａコープ西日本,Ａコープおおち,岡山営業所,0035,広島県,,
2409,13552006-1,135520,(株)Ａコープ西日本,Ａコープよこた,岡山営業所,0035,広島県,,
2410,13552007-1,135520,(株)Ａコープ西日本,Ａコープだいとう,岡山営業所,0035,広島県,,
2411,13552008-1,135520,(株)Ａコープ西日本,Ａコープかも,岡山営業所,0035,広島県,,
2412,13552009-1,135520,(株)Ａコープ西日本,Ａコープきすき,岡山営業所,0035,広島県,,
2413,13552010-1,135520,(株)Ａコープ西日本,Ａコープよしだ,岡山営業所,0035,広島県,,
2414,13552011-1,135520,(株)Ａコープ西日本,Ｓ．Ｃエルシー店,岡山営業所,0035,広島県,,
2415,13552012-1,135520,(株)Ａコープ西日本,マーケットきじま店,岡山営業所,0035,広島県,,
2416,13552013-1,135520,(株)Ａコープ西日本,マーケットあかな店,岡山営業所,0035,広島県,,
2417,13552014-1,135520,(株)Ａコープ西日本,Ａコープ美星店,岡山営業所,0035,広島県,,
2418,13552015-1,135520,(株)Ａコープ西日本,Ａコープ北房,岡山営業所,0035,広島県,,
2419,13599999-1,000000,その他,日立因島生協共同購入支所,岡山営業所,0035,広島県,,
2420,13600617-1,138006,周桑農業協同組合,本所,徳島営業所,0038,愛媛県,,
2421,13700000-1,137000,全農　徳島県本部,園芸資材課,徳島営業所,0037,徳島県,,
2422,13700103-1,137001,阿波みよし農業協同組合,東山事業所,徳島営業所,0037,徳島県,,
2423,13700105-1,137001,阿波みよし農業協同組合,辻支所,徳島営業所,0037,徳島県,,
2424,13700106-1,137001,阿波みよし農業協同組合,井川支所,徳島営業所,0037,徳島県,,
2425,13700107-1,137001,阿波みよし農業協同組合,東部センター,徳島営業所,0037,徳島県,,
2426,13700110-1,137001,阿波みよし農業協同組合,中央支所,徳島営業所,0037,徳島県,,
2427,13700701-1,137007,阿南　農業協同組合,那賀西部支店,徳島営業所,0037,徳島県,,
2428,13700702-1,137007,阿南　農業協同組合,木沢購買事業所,徳島営業所,0037,徳島県,,
2429,13700703-1,137007,阿南　農業協同組合,木頭購買事業所,徳島営業所,0037,徳島県,,
2430,13700708-1,137007,阿南　農業協同組合,南部支店,徳島営業所,0037,徳島県,,
